Experiment_no,Disyllable,Date,Dataset,Model,Train Loss,Train RMSE,Train R2,Validate Loss,Validate RMSE,Validate R2,Test Loss,Test RMSE,Test R2,Eval RMSE,Eval R2,Training_time,EarlyStop At,EarlyStopPatience,Learning rate,Batch size,Epochs,Loss function,Optimizer,Label mode,Eval label mode,Train feature shape,Label shape,Load_save,Load_checkpoint
85,True,2020-March-03 21:51,ta/d_dataset_t3_40k_c/prep_data_13_noaug,senet,0.017839464659229018,0.13082896848721348,0.9234082954729492,0.02327834231670461,0.1485852753619977,0.9008107732402746,0.022348110164955932,0.14573664659274302,0.9043568431447344,,,2095.394069910049,117.0,10.0,0.001,64,1000,mse,AMSgrad,5,,"(60400, 24, 39)","(60400, 17)",,
86,True,2020-March-03 22:31,ta/d_dataset_t3_40k_c/prep_data_13,senet,0.029980061522551945,0.16875637554464248,0.872772873979618,0.030882654742979226,0.17068509028252513,0.8699519364675407,0.030937632192642974,0.17074591811106934,0.8693540267851039,,,1516.3105733394625,46.0,10.0,0.001,64,1000,mse,AMSgrad,5,,"(105700, 24, 39)","(105700, 17)",,
87,True,2020-March-03 23:17,ta/d_dataset_t3_40k_c/prep_data_13,senet,0.02759015602978649,0.16214356373924935,0.8825040403758756,0.032095574726209705,0.17378201470180124,0.8646200732438352,0.03092825495246628,0.17051862878611412,0.8692039994070899,,,1941.8307583332064,51.0,10.0,0.001,64,1000,mse,AMSgrad,5,,"(105700, 24, 39)","(105700, 17)",,
88,True,2020-March-03 23:41,ta/d_dataset_t3_40k_c/prep_data_13,senet,0.033088586609687234,0.17702915571743058,0.8599657038161563,0.032859118156488565,0.17600651079374235,0.8618027649042762,0.03204222541550565,0.1736871284742566,0.8649942140250346,,,919.997582435608,26.0,5.0,0.001,64,1000,mse,AMSgrad,5,,"(105700, 24, 39)","(105700, 17)",,
89,True,2020-March-04 08:17,ta/d_dataset_t3_40k_c/prep_data_13,senet,0.034331665528319635,0.18047423226912804,0.8543921245709694,0.03410195289897856,0.17910505913774638,0.8571067418648167,0.03398465286359465,0.17862317649085566,0.857156935159221,,,608.9093799591062,26.0,5.0,0.001,128,1000,mse,AMSgrad,5,,"(105700, 24, 39)","(105700, 17)",,
90,True,2020-March-04 08:35,ta/d_dataset_t3_40k_c/prep_data_13,senet,0.03453014089219278,0.1809232247818996,0.853627244612503,0.033997850339175226,0.17881909961883752,0.8572583888290886,0.03354413245633772,0.17757597177310186,0.8587363417132451,,,855.5123722553253,26.0,5.0,0.001,64,1000,mse,AMSgrad,5,,"(105700, 24, 39)","(105700, 17)",,
91,True,2020-March-04 09:54,ta/d_dataset_t3_40k_c/prep_data_13,senet,0.02997314475829182,0.16885694142805896,0.8725016393311493,0.03303082127097014,0.17646101917960744,0.8612252773364011,0.032626593774183144,0.17531587931616696,0.8624979786986956,,,4236.309583187103,40.0,10.0,0.001,16,1000,mse,AMSgrad,5,,"(105700, 24, 39)","(105700, 17)",,
92,True,2020-March-04 10:18,ta/d_dataset_t3_40k_c/prep_data_13,senet,0.03262689534980053,0.17579157622465236,0.8618464395529615,0.033522552250894684,0.17737605139662727,0.8594025273595141,0.0330360235516549,0.1759748247888401,0.8612529068819471,,,949.2783629894257,24.0,7.0,0.001,64,1000,mse,AMSgrad,5,,"(105700, 24, 39)","(105700, 17)",,
93,True,2020-March-04 10:55,ta/d_dataset_t3_40k_c/prep_data_13,densenet,0.02864684331115395,0.16494274160187733,0.8781913296369981,0.033381028711367486,0.17656576074090438,0.8607900729843753,0.032598600678665164,0.17433539628906078,0.863561437336763,,,924.140548467636,25.0,7.0,0.001,64,1000,mse,AMSgrad,5,,"(105700, 24, 39)","(105700, 17)",,
94,True,2020-March-04 11:24,ta/d_dataset_t3_40k_c/prep_data_13,densenet,0.027919738095680158,0.1630693971910515,0.8808263312176687,0.033596855036890166,0.17755560983377866,0.8587402910185559,0.03289527659382302,0.1756953934316099,0.861021649837978,,,1016.6621384620668,28.0,7.0,0.001,64,1000,mse,AMSgrad,5,,"(105700, 24, 39)","(105700, 17)",,
95,True,2020-March-04 11:44,ta/d_dataset_t3_40k_c/prep_data_13,densenet,0.03349152114316328,0.17813862504030967,0.8581606611132653,0.032804715806790175,0.17604337456952074,0.8613696616218098,0.03211639329947657,0.17418826774156868,0.8638339368513265,,,869.2391264438629,24.0,5.0,0.001,64,1000,mse,AMSgrad,5,,"(105700, 24, 39)","(105700, 17)",,
96,True,2020-March-04 12:12,ta/d_dataset_t3_40k_c/prep_data_13,densenet,0.03378454545250228,0.17889782920792416,0.8572025475350147,0.03395535967975804,0.17899806683222524,0.8569993064699609,0.03326739001402603,0.17712412964264776,0.8595479556886372,,,1221.7092144489286,22.0,5.0,0.001,64,1000,mse,AMSgrad,5,,"(105700, 24, 39)","(105700, 17)",,
97,True,2020-March-04 12:40,ta/d_dataset_t3_40k_c/prep_data_13,densenet,0.02934888183534878,0.16701476268086551,0.8749503487686647,0.03138753597347837,0.17165991130552213,0.8679011136176643,0.03145025428623454,0.1717042555986708,0.8671183305031717,,,1069.6807141304016,19.0,5.0,0.001,64,1000,mse,AMSgrad,5,,"(105700, 24, 39)","(105700, 17)",,
98,True,2020-March-04 13:02,ta/d_dataset_t3_40k_c/prep_data_13,densenet,0.03296848135039055,0.17687838258876548,0.8600032736582486,0.03508368292870928,0.18178779823296368,0.8520465316341801,0.03473304518072614,0.18083650144838664,0.85298324828839,,,813.6174764633179,24.0,5.0,0.001,64,1000,mse,AMSgrad,5,,"(105700, 24, 39)","(105700, 17)",,
100,True,2020-March-04 13:30,ta/d_dataset_t3_40k_c/prep_data_13,densenet,0.03149097713498203,0.1728105981372298,0.8663898960379381,0.03481938642107285,0.1808208104005536,0.8540176762107612,0.03418106339863824,0.17922621677415834,0.8558014119453111,,,1243.4638266563416,22.0,5.0,0.001,64,1000,mse,AMSgrad,5,,"(105700, 24, 39)","(105700, 17)",,
101,True,2020-March-04 14:08,ta/d_dataset_t3_40k_c/prep_data_13,densenet,0.025163879810833317,0.154902017708992,0.8925226092801888,0.029982330257700838,0.1678644623062805,0.8737326659499349,0.029570340867863983,0.16639786106134746,0.8754632445902208,,,1549.1606042385101,26.0,5.0,0.001,64,1000,mse,AMSgrad,5,,"(105700, 24, 39)","(105700, 17)",,
102,True,2020-March-04 14:32,ta/d_dataset_t3_40k_c/prep_data_13,densenet,0.03082212648221425,0.17096919277677025,0.8690673993608864,0.029877410652100117,0.16797911293713266,0.8735868229729097,0.02975378278311871,0.16762394940138095,0.8735969402208755,,,912.1399915218352,24.0,5.0,0.001,64,1000,mse,AMSgrad,5,,"(105700, 24, 39)","(105700, 17)",,
103,True,2020-March-04 14:53,ta/d_dataset_t3_40k_c/prep_data_13,densenet,0.029912813087483007,0.16847591949667498,0.8729091744130432,0.032252712355153194,0.17406561497965256,0.8644763655166525,0.031785068061450886,0.1728325548153903,0.8657973521206201,,,888.5639667510986,24.0,5.0,0.001,64,1000,mse,AMSgrad,5,,"(105700, 24, 39)","(105700, 17)",,
104,True,2020-March-04 15:18,ta/d_dataset_t3_40k_c/prep_data_13,densenet,0.030150524511750057,0.16915019220245567,0.8718451712325075,0.033879356129200594,0.1783070431091708,0.8575321126158985,0.03307235824052729,0.1762262834285425,0.8603029755468655,,,1321.9801588058474,24.0,5.0,0.001,64,1000,mse,AMSgrad,5,,"(105700, 24, 39)","(105700, 17)",,
105,True,2020-March-04 15:37,ta/d_dataset_t3_40k_c/prep_data_13,densenet,0.03524067034812727,0.18269621094631736,0.8512668510131072,0.035835898173747015,0.1836389286317637,0.8497631596134841,0.03565348025046956,0.18306827225955416,0.8501613856297684,,,911.3085379600524,20.0,5.0,0.001,64,1000,mse,AMSgrad,5,,"(105700, 24, 39)","(105700, 17)",,
106,True,2020-March-04 16:09,ta/d_dataset_t3_40k_c/prep_data_13,densenet,0.026692131496084785,0.15959647684513384,0.8861103165640671,0.03400038468335276,0.17877830214850668,0.8568721087356793,0.03384803734020866,0.17814725983978766,0.8571637309100605,,,1406.6289558410645,46.0,10.0,0.001,64,1000,mse,AMSgrad,5,,"(105700, 24, 39)","(105700, 17)",,
